price,address,squares,type,year,bed,bath,tax
"CA$499,999","3489 Ascot Place #910, Vancouver, BC",522 sq.ft. Home,"Residential, Condo",1994,1,1,NA
"CA$735,000","1033 Marinaside Crescent #2102, Vancouver, BC",582 sq.ft. Home,"Residential, Condo",2003,1,1,NA
"CA$610,000","16137 83 Avenue #313, Surrey, BC","1,097 sq.ft. Home","Residential, Condo",1995,2,2,NA
"CA$958,000","20680 76b Avenue #45, Langley, BC","1,578 sq.ft. Home","Residential, Condo",2023,4,3+1,NA
"CA$799,900","8218 207a Street #A308, Langley, BC","1,119 sq.ft. Home","Residential, Condo",2018,3,2,NA
"CA$758,000","2817 Clark Drive #204, Vancouver, BC",704 sq.ft. Home,"Residential, Condo",2010,2,1+1,NA
"CA$739,000","5288 Grimmer Street #PH26, Burnaby, BC",866 sq.ft. Home,"Residential, Condo",2015,2,2,NA
"CA$999,900","3420 Queenston Avenue #311, Coquitlam, BC","1,249 sq.ft. Home","Residential, Condo",2026,3,2,NA
"CA$589,000","901 Lougheed Highway #1504, Coquitlam, BC",450 sq.ft. Home,"Residential, Condo",2023,1,1,NA
"CA$588,000","2817 Clark Drive #201, Vancouver, BC",696 sq.ft. Home,"Residential, Condo",2010,2,1+1,NA
"CA$988,888","5860 Dover Crescent #112, Richmond, BC","1,223 sq.ft. Home","Residential, Condo",1997,3,2,NA
"CA$775,000","19953 76 Avenue #405, Langley, BC",951 sq.ft. Home,"Residential, Condo",2025,2,2,NA
"CA$759,000","5189 Gaston Street #101, Vancouver, BC",922 sq.ft. Home,"Residential, Condo",1995,2,2,NA
"CA$840,000","5665 Boundary Road #2807, Vancouver, BC",786 sq.ft. Home,"Residential, Condo",2017,2,2,NA
"CA$724,900","14855 100 Avenue #24, Surrey, BC","1,479 sq.ft. Home","Residential, Condo",2007,3,2+1,NA
"CA$949,500","8508 204 Street #70, Langley, BC","1,400 sq.ft. Home","Residential, Condo",2017,3,2+1,NA
"CA$520,000","22363 Selkirk Avenue #202, Maple Ridge, BC",978 sq.ft. Home,"Residential, Condo",2007,2,2,NA
"CA$599,900","1588 Johnston Road #501, White Rock, BC",639 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$569,000","9887 Whalley Boulevard #2611, Surrey, BC",530 sq.ft. Home,"Residential, Condo",2021,1,1,NA
"CA$589,000","2180 Kelly Avenue #1408, Port Coquitlam, BC",786 sq.ft. Home,"Residential, Condo",2021,2,1,NA
"CA$549,800","2238 Eton Street #306, Vancouver, BC",619 sq.ft. Home,"Residential, Condo",1988,1,1,NA
"CA$698,000","6288 No. 3 Road #767, Richmond, BC",721 sq.ft. Home,"Residential, Condo",2016,2,1,NA
"CA$599,000","13555 Gateway Drive #202, Surrey, BC",874 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$649,000","833 Seymour Street #2110, Vancouver, BC",603 sq.ft. Home,"Residential, Condo",2011,1,1,NA
"CA$599,000","22577 Royal Crescent #301, Maple Ridge, BC","1,021 sq.ft. Home","Residential, Condo",2020,2,2,NA
"CA$749,000","22 Cordova Street E #811, Vancouver, BC",731 sq.ft. Home,"Residential, Condo",1996,1,1,NA
"CA$749,000","2968 Glen Drive #2601, Coquitlam, BC",836 sq.ft. Home,"Residential, Condo",2012,2,2,NA
"CA$858,000","7688 Alderbridge Way #611, Richmond, BC",901 sq.ft. Home,"Residential, Condo",2017,2,2,NA
"CA$719,900","15825 85th Avenue #621, Surrey, BC","1,006 sq.ft. Home","Residential, Condo",2023,3,2,NA
"CA$478,000","5516 198 Street #217, Langley, BC",606 sq.ft. Home,"Residential, Condo",2008,1,1,NA
"CA$649,000","30461 Blueridge Drive #203, Abbotsford, BC","1,660 sq.ft. Home","Residential, Condo",2007,3,2+1,NA
"CA$795,000","2450 161a Street #57, Surrey, BC","1,147 sq.ft. Home","Residential, Condo",2008,2,2,NA
"CA$939,000","9133 Hemlock Drive #10, Richmond, BC","1,271 sq.ft. Home","Residential, Condo",2005,2,2+1,NA
"CA$574,900","31900 Raven Avenue #A104, Mission, BC",790 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$699,000","8972 Fleetwood Way #402, Surrey, BC","1,150 sq.ft. Home","Residential, Condo",1993,2,2,NA
"CA$599,900","13685 102 Avenue #1208, Surrey, BC",679 sq.ft. Home,"Residential, Condo",2022,2,1,NA
"CA$494,999","13458 95 Avenue #514, Surrey, BC",508 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$895,000","1150 Quayside Drive #414, New Westminster, BC","1,347 sq.ft. Home","Residential, Condo",1988,2,2,NA
"CA$759,900","9887 Whalley Boulevard #1604, Surrey, BC",828 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$650,000","15298 20 Avenue #308, Surrey, BC","1,084 sq.ft. Home","Residential, Condo",1998,2,2,NA
"CA$533,000","15775 Croydon Drive #309, Surrey, BC",634 sq.ft. Home,"Residential, Condo",2009,1,1,NA
"CA$968,900","16678 25 Avenue #28, Surrey, BC","1,461 sq.ft. Home","Residential, Condo",2019,3,2+1,NA
"CA$899,900","7388 Kingsway #1802, Burnaby, BC",900 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$499,900","819 Hamilton Street #211, Vancouver, BC",498 sq.ft. Home,"Residential, Condo",1998,1,1,NA
"CA$599,000","13428 105 Avenue #2312, Surrey, BC",691 sq.ft. Home,"Residential, Condo",2023,2,1,NA
"CA$848,888","9405 121 Street #23, Surrey, BC","1,469 sq.ft. Home","Residential, Condo",2012,3,2+1,NA
"CA$579,000","10721 139 Street #204, Surrey, BC","1,181 sq.ft. Home","Residential, Condo",1993,2,2,NA
"CA$499,000","13933 105 Boulevard #206, Surrey, BC",570 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$785,000","5958 Iona Drive #103, Vancouver, BC",672 sq.ft. Home,"Residential, Condo",2006,1,1,NA
"CA$899,000","255 Ross Drive #404, New Westminster, BC","1,175 sq.ft. Home","Residential, Condo",2011,2,2,NA
"CA$459,900","13458 95 Avenue #206, Surrey, BC",505 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$594,900","19320 65 Avenue #206, Surrey, BC",870 sq.ft. Home,"Residential, Condo",2006,2,2,NA
"CA$835,000","928 Beatty Street #2908, Vancouver, BC",660 sq.ft. Home,"Residential, Condo",2005,1,1,NA
"CA$769,900","3235 4th Avenue W #311, Vancouver, BC",637 sq.ft. Home,"Residential, Condo",1997,1,1,NA
"CA$940,800","6655 Buswell Street #708, Richmond, BC",789 sq.ft. Home,"Residential, Condo",2024,2,1,NA
"CA$955,000","7833 Heather Street #3, Richmond, BC","1,132 sq.ft. Home","Residential, Condo",2004,2,2,NA
"CA$849,500","2311 Beta Avenue #3605, Burnaby, BC",801 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$998,800","5508 Hollybridge Way #612, Richmond, BC","1,025 sq.ft. Home","Residential, Condo",2020,2,2,NA
"CA$858,000","6000 Mckay Avenue #3609, Burnaby, BC",675 sq.ft. Home,"Residential, Condo",2022,2,1,NA
"CA$588,000","258 Nelson's Court #1401, New Westminster, BC",522 sq.ft. Home,"Residential, Condo",2020,1,1,NA
"CA$576,000","9951 152 Street #202, Surrey, BC","1,037 sq.ft. Home","Residential, Condo",1991,2,1+1,NA
"CA$489,900","1330 Burrard Street #509, Vancouver, BC",471 sq.ft. Home,"Residential, Condo",1982,1,1,NA
"CA$926,900","699 Whiting Way #2108, Coquitlam, BC",847 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$871,900","699 Whitting Way #1303, Coquitlam, BC",816 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$849,000","1200 Georgia Street W #2208, Vancouver, BC",829 sq.ft. Home,"Residential, Condo",1998,2,2,NA
"CA$799,898","8890 Walnut Grove Drive #25, Langley, BC","1,330 sq.ft. Home","Residential, Condo",1996,3,1+1,NA
"CA$538,000","10177 River Drive #118, Richmond, BC",590 sq.ft. Home,"Residential, Condo",2018,1,1,NA
"CA$799,000","9955 140 Street #5, Surrey, BC","1,300 sq.ft. Home","Residential, Condo",1981,3,1+1,NA
"CA$639,900","35287 Old Yale Road #35, Abbotsford, BC","1,315 sq.ft. Home","Residential, Condo",1998,2,2+1,NA
"CA$849,900","18505 Laurensen Place #1105, Surrey, BC","1,374 sq.ft. Home","Residential, Condo",2018,3,2+1,NA
"CA$530,000","211 Twelfth Street #409, New Westminster, BC",694 sq.ft. Home,"Residential, Condo",1997,1,1,NA
"CA$749,000","6611 Eckersley Road #404, Richmond, BC",868 sq.ft. Home,"Residential, Condo",2010,2,2,NA
"CA$479,000","32821 6 Avenue #12, Mission, BC",944 sq.ft. Home,"Residential, Condo",1984,2,1,NA
"CA$829,000","2232 Douglas Road #605, Burnaby, BC",904 sq.ft. Home,"Residential, Condo",2011,2,2,NA
"CA$888,000","8833 Hazelbridge Way #1003, Richmond, BC",821 sq.ft. Home,"Residential, Condo",2016,2,2,NA
"CA$798,000","2186 Gilmore Avenue #1503, Burnaby, BC",700 sq.ft. Home,"Residential, Condo",2024,2,1,NA
"CA$765,000","3809 Evergreen Place #2106, Burnaby, BC",702 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$535,000","3170 Gladwin Road #305, Abbotsford, BC","1,227 sq.ft. Home","Residential, Condo",1991,2,2,NA
"CA$745,000","14358 60 Avenue #413, Surrey, BC","1,030 sq.ft. Home","Residential, Condo",2013,3,2,NA
"CA$509,000","9456 13439 94a Avenue #429, Surrey, BC",580 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$878,000","5355 Lane Street #132, Burnaby, BC",755 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$818,000","2186 Gilmore Avenue #1204, Burnaby, BC",760 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$699,000","523 King Edward Avenue W #212, Vancouver, BC",537 sq.ft. Home,"Residential, Condo",2020,1,1,NA
"CA$799,000","950 Cambie Street #705, Vancouver, BC",865 sq.ft. Home,"Residential, Condo",1993,2,2,NA
"CA$549,900","10428 Whalley Boulevard #309, Surrey, BC",657 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$749,900","10428 Whalley Boulevard #2304, Surrey, BC",728 sq.ft. Home,"Residential, Condo",2024,2,1,NA
"CA$728,000","2186 Gilmore Avenue #2901, Burnaby, BC",575 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$988,000","6328 No. 3 Road #756, Richmond, BC",838 sq.ft. Home,"Residential, Condo",2022,2,2,NA
"CA$519,900","1855 Nelson Street #209, Vancouver, BC",528 sq.ft. Home,"Residential, Condo",1977,1,1,NA
"CA$699,000","2186 Gilmore Avenue #2101, Burnaby, BC",575 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$799,999","11490 232 Street #14, Maple Ridge, BC","1,646 sq.ft. Home","Residential, Condo",1998,3,2+1,NA
"CA$599,000","4815 Eldorado Mews #1805, Vancouver, BC",551 sq.ft. Home,"Residential, Condo",2013,1,1,NA
"CA$874,000","7121 192 Street #23, Surrey, BC","1,550 sq.ft. Home","Residential, Condo",2012,4,2+1,NA
"CA$599,000","2186 Gilmore Avenue #2107, Burnaby, BC",540 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$799,900","2186 Gilmore Avenue #3706, Burnaby, BC",700 sq.ft. Home,"Residential, Condo",2024,2,1,NA
"CA$556,000","10092 148 Street #403, Surrey, BC",943 sq.ft. Home,"Residential, Condo",2007,2,2,NA
"CA$980,000","158 171 Street #59, Surrey, BC","1,670 sq.ft. Home","Residential, Condo",2018,4,3+1,NA
"CA$598,800","19940 Brydon Crescent #204, Langley, BC",921 sq.ft. Home,"Residential, Condo",2019,2,2,NA
"CA$699,000","2180 Kelly Avenue #4407, Port Coquitlam, BC",943 sq.ft. Home,"Residential, Condo",2021,3,2,NA
"CA$739,000","2186 Gilmore Avenue #2607, Burnaby, BC",540 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$788,000","7362 Elmbridge Way #1008, Richmond, BC",905 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$550,000","668 Columbia Street #1205, New Westminster, BC",607 sq.ft. Home,"Residential, Condo",2015,1,1,NA
"CA$625,000","8288 Saba Road #903, Richmond, BC",813 sq.ft. Home,"Residential, Condo",1999,2,1,NA
"CA$529,899","6950 Nicholson Road #211, Delta, BC",606 sq.ft. Home,"Residential, Condo",2021,1,1,NA
"CA$595,000","19340 65 Avenue #105, Surrey, BC",837 sq.ft. Home,"Residential, Condo",2006,2,2,NA
"CA$859,000","7156 144 Street #8, Surrey, BC","1,715 sq.ft. Home","Residential, Condo",2011,4,3+1,NA
"CA$589,900","20829 77a Avenue #318, Langley, BC",894 sq.ft. Home,"Residential, Condo",2018,3,2,NA
"CA$738,000","3538 Sawmill Crescent E #2305, Vancouver, BC",597 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$988,800","19250 65 Avenue #82, Surrey, BC","1,877 sq.ft. Home","Residential, Condo",2006,3,2+1,NA
